pdf_id|page_num|block_num|par_num|line_num|line_top|textstub|label
4944|8|7|1|4|289|o...|court_info
4944|8|7|1|5|309|Z...|court_info
4944|8|5|2|1|318|2600 S CALIFORNIA - Room1...|court_info
4944|8|7|1|6|329|o...|court_info
4944|8|7|1|7|350|@...|court_info
4944|8|10|1|1|439|ATTESTING OFFICER:...|reporting_personnel
4944|8|16|1|1|458|g i...|reporting_personnel
4944|8|16|1|2|477|"kLl | hereby declare and ..."|reporting_personnel
4944|8|16|2|1|497|% knowledge, information ...|reporting_personnel
4944|8|16|3|1|539|O...|reporting_personnel
4944|8|16|4|1|563|g:’ Attesting Officer: - ...|reporting_personnel
4944|8|16|5|1|606|g ARRESTING OFFICER(S):...|reporting_personnel
4944|8|16|6|1|649|O Beat...|reporting_personnel
4944|8|16|7|1|679|Z 1st Arresting Officer: ...|reporting_personnel
4944|8|16|8|1|706|E 2nd Arresting Officer: ...|reporting_personnel
4944|8|16|9|1|748|8 APPROVING SUPERVISOR:...|reporting_personnel
4944|8|16|10|1|793|% Approval of Probable Ca...|reporting_personnel
4944|8|16|11|1|2055|Print Generated By: DEL R...|footer
4944|8|17|1|1|2080|powered byz ELE@ Technolb...|footer
4944|8|18|1|1|2207|CPD 0002110...|footer
4944|9|1|1|1|67|CB #:...|header0
4944|9|1|1|2|83|Chicago Police Department...|header1
4944|9|2|1|1|124|. ARREST PROCESSING REPOR...|header2
4944|9|5|1|1|165|Holding Facility: Distric...|lockup_keeper_processing
4944|9|2|1|2|169|Time Last Fed:...|lockup_keeper_processing
4944|9|5|1|2|199|Received in Lockup: 28 Se...|lockup_keeper_processing
4944|9|2|1|3|205|Time Called: Phone#:...|lockup_keeper_processing
4944|9|5|1|3|234|Prints Taken: 28 Septembe...|lockup_keeper_processing
4944|9|2|1|4|244|Cell #: D1...|lockup_keeper_processing
4944|9|5|1|4|268|Palmprints Taken: Yes...|lockup_keeper_processing
4944|9|5|2|1|305|Photograph Taken: 28 Sept...|lockup_keeper_processing
4944|9|8|1|1|307|Transport Details : 2PO 0...|lockup_keeper_processing
4944|9|5|2|2|339|Released from Lockup: 29 ...|lockup_keeper_processing
4944|9|6|1|1|374|VISUAL CHECK OF ARRESTEE ...|lockup_keeper_processing
4944|9|13|1|1|377|LOCKUP KEEPER PROCESSING...|lockup_keeper_processing
4944|9|10|1|1|414|Is there obvious pain or ...|lockup_keeper_processing
4944|9|10|1|2|445|Is there obvious signs of...|lockup_keeper_processing
4944|9|10|1|3|477|Under the influence of al...|lockup_keeper_processing
4944|9|10|1|4|508|Signs of alcohol/drug wit...|lockup_keeper_processing
4944|9|10|1|5|539|Appears to be despondent?...|lockup_keeper_processing
4944|9|10|1|6|571|Appears to be irrational?...|lockup_keeper_processing
4944|9|10|1|7|603|Carrying medication? No...|lockup_keeper_processing
4944|9|11|1|1|691|RETURN-TO HOLDING FACILIT...|lockup_keeper_processing
4944|9|11|1|2|729|QUESTIONNAIRE REMARKS: ‘...|lockup_keeper_processing
4944|9|15|1|1|875|LOCKUP KEEPER-COMMENTS:...|lockup_keeper_processing
4944|9|15|1|2|920|40814.8402777778...|lockup_keeper_processing
4944|9|16|1|1|964|EMERGENCY CONTAGT:...|lockup_keeper_processing
4944|9|16|1|2|1020|Name : REFUSED...|lockup_keeper_processing
4944|9|17|1|1|1062|Res: Beat:...|lockup_keeper_processing
4944|9|18|1|1|1152|EMERGENCY CONTACT...|lockup_keeper_processing
4944|9|18|1|2|1190|Name : REFUSED...|lockup_keeper_processing
4944|9|19|1|1|1232|Res: Beat:...|lockup_keeper_processing
4944|9|28|1|1|1335|9...|interview_log
4944|9|28|2|1|1358|o...|interview_log
4944|9|28|3|1|1380|=...|interview_log
4944|9|28|4|1|1406|=...|interview_log
4944|9|28|5|1|1436|"us"" NO INTERVIEWS LOGGED..."|interview_log
4944|9|28|5|2|1484|o...|interview_log
4944|9|28|6|1|1507|1...|interview_log
4944|9|28|7|1|1525|e...|interview_log
4944|9|28|8|1|1547|2...|interview_log
4944|9|28|9|1|1621|0...|visitor_log
4944|9|28|10|1|1644|o...|visitor_log
4944|9|28|11|1|1668|<...|visitor_log
4944|9|28|12|1|1693|o...|visitor_log
4944|9|28|13|1|1713|O NO VISITORS LOGGED...|visitor_log
4944|9|28|13|2|1738|B...|visitor_log
4944|9|28|14|1|1767|@...|visitor_log
4944|9|28|15|1|1794|=...|visitor_log
4944|9|28|16|1|2055|Print Generated By: DEL R...|footer
4944|9|29|1|1|2080|powered byz ELE@ Technolb...|footer
4944|9|30|1|1|2207|CPD 0002111...|footer
4944|10|1|1|1|67|CB #:...|header0
4944|10|1|1|2|83|Chicago Police Department...|header1
4944|10|2|1|1|124|ARREST PROCESSING REPORT ...|header2
4944|10|2|1|2|170|Action By Destination Rea...|movement_log
4944|10|3|1|1|211|8 RELEASED BY #13164 Busc...|movement_log
4944|10|3|2|1|259|wd...|movement_log
4944|10|3|3|1|274|k= RECEIVED BY #21426 Hil...|movement_log
4944|10|3|3|2|305|=...|movement_log
4944|10|3|4|1|325|g RECEIVED BY #10901 Butl...|movement_log
4944|10|3|4|2|366|Ll Pending...|movement_log
4944|10|3|5|1|391|=...|movement_log
4944|10|3|6|1|411|O...|movement_log
4944|10|3|7|1|437|=...|movement_log
4944|10|4|1|1|524|Watch Commander Comments:...|wc_comments
4944|10|4|1|2|564|#2406 Knudson, Dorothy J ...|wc_comments
4944|10|4|1|3|608|40814.7090277778...|wc_comments
4944|10|11|1|1|627|@ ] o DOES NOT APPLY TO T...|wc_comments
4944|10|11|1|2|649|= Williams is a convicted...|wc_comments
4944|10|11|1|3|677|= O...|wc_comments
4944|10|11|1|4|695|i} #2406 Knudson, Dorothy...|wc_comments
4944|10|11|1|5|721|é 28 SEP 2011 18:22 5...|wc_comments
4944|10|11|1|6|770|8 per Jeannine @ IDOC @ 1...|wc_comments
4944|10|11|1|7|808|¢y Tracer. 2...|wc_comments
4944|10|11|1|8|838|; #396 Sears, Margaret A ...|wc_comments
4944|10|11|2|1|872|28 SEP 2011 01:30 &...|wc_comments
4944|10|11|3|1|932|Arrest report was approve...|wc_comments
4944|10|11|4|1|961|11...|wc_comments
4944|10|11|5|1|990|Felony approval is being ...|wc_comments
4944|10|11|6|1|1026|RRESTEE'PROCESSING PERSON...|processing_personnel
4944|10|11|6|2|1066|Beat...|processing_personnel
4944|10|11|7|1|1101|Searched By: RODRIGUEZ, L...|processing_personnel
4944|10|11|8|1|1136|Lockup Keeper: #10901 BUT...|processing_personnel
4944|10|11|8|2|1171|I Assisting Arresting Off...|processing_personnel
4944|10|11|8|3|1195|‘2J Assisting Arresting O...|processing_personnel
5501|2|1|1|1|108|CB #:...|header0
5501|2|2|1|1|122|:Chicago Police Departmen...|header1
5501|2|6|1|1|160|ARREST REPORTING...|header2
5501|2|7|1|1|171|IR...|header2
5501|2|10|1|1|202|WARRANT ¢...|warrant
5501|2|12|1|1|298|NO WARRANT IDENTIFIED...|warrant
5501|2|19|1|1|430|VICTIM AND CON!PLAINANT S...|non_offenders
5501|2|19|1|2|463|Name: STATE OF ILLINOIS, ...|non_offenders
5501|2|19|1|3|526|3 pos: Hosplitalized?No...|non_offenders
5501|2|19|1|4|564|",. | Age:..."|non_offenders
5501|2|19|1|5|595|"<\ | Treated and Released..."|non_offenders
5501|2|19|1|6|623|"% [ | Comments:..."|non_offenders
5501|2|19|1|7|664|"Q|..."|non_offenders
5501|2|19|1|8|683|"Z| ‘..."|non_offenders
5501|2|19|1|9|700|i} - —...|non_offenders
5501|2|19|1|10|721|“u: VICTIM AND COMPLAINAN...|non_offenders
5501|2|19|1|11|748|b AT ....|non_offenders
5501|2|19|1|12|760|Q T ‘ njured?...|non_offenders
5501|2|19|1|13|786|Zz...|non_offenders
5501|2|19|1|14|803|o ‘DOB' H itali ?...|non_offenders
5501|2|19|1|15|829|> : ospitalized?No...|non_offenders
5501|2|19|1|16|864|"| | Age:..."|non_offenders
5501|2|21|1|1|894|Treated and Released?No...|non_offenders
5501|2|21|1|2|918|‘ Comments:...|non_offenders
5501|2|25|1|1|1086|ARRESTEE...|arrestee_vehicle
5501|2|25|1|2|1102|VEHICLE...|arrestee_vehicle
5501|2|24|1|1|1127|NO ARRESTEE VEHIGLE INFOR...|arrestee_vehicle
5501|2|26|1|1|1273|"|..."|properties
5501|2|26|1|2|1283|"| — o..."|properties
5501|2|29|1|1|1305|'Confiscated Properties :...|properties
5501|2|29|1|2|1335|¢ All confiscated propert...|properties
5501|2|29|1|3|1356|W documents related to ev...|properties
5501|2|30|1|1|1376|ROPERTI...|properties
5501|2|32|1|1|1400|PROPERTIES INFORMATION FO...|properties
5501|2|32|1|2|1475|i...|properties
5501|2|31|1|1|1623|» >...|footer
5501|2|33|1|1|2002|Print Generated By: HAYES...|footer
5501|2|33|1|2|2040|powered biy: CLI Jmnnnuln...|footer
5501|2|35|1|1|2207|CPD 0022230...|footer
5501|3|1|1|1|109|CB #:...|header0
5501|3|2|1|1|124|Chicago Police Department...|header1
5501|3|4|1|1|161|ARREST REPORTING...|header2
5501|3|5|1|1|201|= {The facts for probable...|incident_narrative
5501|3|6|1|1|234|. EVENT #17136 IN SUMMARY...|incident_narrative
5501|3|6|1|2|261|., ARRIVAL, OBSERVED ABOV...|incident_narrative
5501|3|8|1|1|298|'CANNABIS. R/O'S APPROACH...|incident_narrative
5501|3|10|1|1|312|>...|incident_narrative
5501|3|8|1|2|334|DIRECTION AND TOOK OFF RU...|incident_narrative
5501|3|10|1|2|340|'—...|incident_narrative
5501|3|10|2|1|364|’STRIKING HIM AND CAUSING...|incident_narrative
5501|3|10|2|2|395|o g OKE. THE OFFENDER, AF...|incident_narrative
5501|3|10|2|3|420|5 FFENDER REFUSED P.O ROD...|incident_narrative
5501|3|10|2|4|441|= COULD BE PLACED INTO CU...|incident_narrative
5501|3|10|2|5|469|E ECHNIQUES AND TOOK THE ...|incident_narrative
5501|3|10|2|6|508|& VERBAL COMMANDS BY REFU...|incident_narrative
5501|3|10|2|7|534|o pECJDED TO TRY GET UP. ...|incident_narrative
5501|3|10|2|8|578|£ HIM DOWN UNTIL ASSISTS ...|incident_narrative
5501|3|10|2|9|606|= WAS PLACED INTO CUSTODY...|incident_narrative
5501|3|10|2|10|639|= NOT LIVE AT THE CHA-ADR...|incident_narrative
5501|3|11|1|1|659|INVESTIGATIVE ALERT SEARC...|incident_narrative
5501|3|11|1|2|711|Desired Court Date: 13 De...|court_info
5501|3|16|1|1|724|"COURT INEO"" / -1 -1 -1 -1..."|court_info
5501|3|11|1|3|751|Branch: 43-4 3150 W FLOUR...|court_info
5501|3|12|1|1|762|BOND INFO...|court_info
5501|3|11|1|4|786|Court Sgt Handle? No Rece...|court_info
5501|3|11|1|5|825|Initial Court Date: 13 De...|court_info
5501|3|11|1|6|860|Branch: 43-4 3150 W FLOUR...|court_info
5501|3|11|1|7|896|Docket #:...|court_info
6984|2|1|1|1|83|Chicago Police Department...|header1
6984|2|2|1|1|122|"| ARRESTREPORTING..."|header2
6984|2|5|1|1|185|WARRANT...|warrant
6984|2|4|1|1|267|NO WARRANT IDENTIFIED...|warrant
6984|2|6|1|1|397|NICTIV AND COMPLAINANT...|non_offenders
6984|2|8|1|1|437|@ Name: PO ANTESBERGER # ...|non_offenders
6984|2|8|1|2|477|o...|non_offenders
6984|2|8|2|1|499|’é‘ DOB: Hospitalized?No...|non_offenders
6984|2|8|3|1|543|E Age:...|non_offenders
6984|2|8|4|1|583|I.uL_ Treated and Release...|non_offenders
6984|2|8|5|1|617|O Comments:...|non_offenders
6984|2|8|6|1|643|2...|non_offenders
6984|2|8|7|1|675|O...|non_offenders
6984|2|8|8|1|701|=...|non_offenders
6984|2|10|1|1|774|Vehicle: VEHICLE IMPOUNDE...|arrestee_vehicle
6984|2|10|2|1|790|1986 Automobile - Pontiac...|arrestee_vehicle
6984|2|12|1|1|834|ARRESTEE...|arrestee_vehicle
6984|2|10|2|2|843|Color: White (Top) / Whit...|arrestee_vehicle
6984|2|12|1|2|850|VEHICLE...|arrestee_vehicle
6984|2|10|3|1|878|Pound#:...|arrestee_vehicle
6984|2|11|1|1|917|Disposition: Streets And ...|arrestee_vehicle
6984|2|14|1|1|1066|Confiscated Properties :...|properties
6984|2|15|1|1|1097|) All confiscated propert...|properties
6984|2|15|1|2|1118|LW documents related to e...|properties
6984|2|17|1|1|1138|&...|properties
6984|2|17|2|1|1164|% Inv # Description Inv #...|properties
6984|2|17|2|2|1203|0. 12453375 PRISONER PERS...|properties
6984|2|17|3|1|1228|8 12453374 MONEY (USC)...|properties
6984|2|17|4|1|1272|o...|properties
6984|2|18|1|1|1343|(The facts for probable c...|incident_narrative
6984|2|21|1|1|1373|g EVENT # THE OFFENDER WA...|incident_narrative
6984|2|21|1|2|1412|= AND A NAME CHECK REVEAL...|incident_narrative
6984|2|21|1|3|1440|§ OFFENDER WAS PLACED INT...|incident_narrative
6984|2|21|1|4|1482|o...|incident_narrative
6984|2|21|1|5|1505|§ NAME CHECK CLEAR DATA W...|incident_narrative
6984|2|21|1|6|1541|= 672 USC WHICH WAS INVEN...|incident_narrative
6984|2|21|1|7|1573|LIZJ 12453375, PERSONAL I...|incident_narrative
6984|2|21|1|8|1617|% ON 25 OCTOBER 2011, THE...|incident_narrative
6984|2|21|1|9|1669|2 AND NO VALID INSURANCE....|incident_narrative
6984|2|21|1|10|1753|Desired Court Date: 27 Oc...|court_info
6984|2|21|1|11|1790|© Branch: CBC-2 2600 8 CA...|court_info
6984|2|21|1|12|1818|% Court Sgt Handle? No %...|court_info
6984|2|21|1|13|1859|;.-_ Initial Court Date: ...|court_info
6984|2|21|1|14|1893|% Branch: CBC-2 2600 S CA...|court_info
6984|2|21|1|15|1937|8 Docket #: @...|court_info
6984|2|21|1|16|2055|Print Generated By: DEL R...|footer
6984|2|22|1|1|2095|powered by: CLE ﬁ Techaol...|footer
6984|2|23|1|1|2207|CPD 0020569...|footer
6984|4|1|1|1|67|CB#:...|header0
6984|4|1|1|2|83|Chicago Police Department...|header1
6984|4|2|1|1|124|ARRESTPROCESSING REPORT i...|header2
6984|4|5|1|1|165|Holding Facility: Distric...|lockup_keeper_processing
6984|4|2|1|2|169|Time Last Fed:...|lockup_keeper_processing
6984|4|5|1|2|199|Received in Lockup: 26 Oc...|lockup_keeper_processing
6984|4|2|1|3|205|Time Called: Phone#:...|lockup_keeper_processing
6984|4|5|1|3|234|Prints Taken: 26 October ...|lockup_keeper_processing
6984|4|2|1|4|244|Cell#: 3...|lockup_keeper_processing
6984|4|5|1|4|268|Palmprints Taken: Yes...|lockup_keeper_processing
6984|4|5|2|1|305|Photograph Taken: 26 Octo...|lockup_keeper_processing
6984|4|7|1|1|307|Transport Details : 2PO 1...|lockup_keeper_processing
6984|4|12|1|1|325|LOCKUP KEEPER PROCESSING...|lockup_keeper_processing
6984|4|9|1|1|414|Is there obvious pain or ...|lockup_keeper_processing
6984|4|9|1|2|445|Is there obvious signs of...|lockup_keeper_processing
6984|4|9|2|1|477|Under the influence of al...|lockup_keeper_processing
6984|4|9|2|2|508|Signs of alcohol/drug wit...|lockup_keeper_processing
6984|4|9|2|3|539|Appears to be despondent?...|lockup_keeper_processing
6984|4|9|2|4|571|Appears to be irrational?...|lockup_keeper_processing
6984|4|9|2|5|603|Carrying medication? No...|lockup_keeper_processing
6984|4|10|1|1|691|RETURN TO HOLDING FACILIT...|lockup_keeper_processing
6984|4|10|1|2|729|QUESTIONNAIRE REMARKS: ‘...|lockup_keeper_processing
6984|4|14|1|1|875|LOCKUP KEEPER COMMENTS!...|lockup_keeper_processing
6984|4|14|1|2|920|EMERGENCY CONTACT...|lockup_keeper_processing
6984|4|14|1|3|958|Name : REFUSED...|lockup_keeper_processing
6984|4|14|2|1|1000|Res: Beat:...|lockup_keeper_processing
6984|4|20|1|1|1229|5]...|interview_log
6984|4|20|1|2|1250|Q...|interview_log
6984|4|20|1|3|1274|o...|interview_log
6984|4|20|1|4|1300|=...|interview_log
6984|4|20|1|5|1330|it...|interview_log
6984|4|19|1|1|1338|NO INTERVIEWS LOGGED...|interview_log
6984|4|20|1|6|1351|=...|interview_log
6984|4|20|1|7|1378|o...|interview_log
6984|4|20|1|8|1401|E...|interview_log
